REGION NAME,DISTRICT NAME,NAME OF CANDIDATE,PARTY,PARTY COLOR,VOTES SCORED
Central Region,Dowa,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,212043
Central Region,Dowa,PETER  DSD KUWANI,MMD,#008000,229
Central Region,Dowa,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,10066
Central Region,Dowa,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,430
Central Region,Dowa,REVEREND HADWICK KALIYA,IND,#A49960,285
Central Region,Kasungu,ATUPELE MULUZI,UDF,#FFFF00,1784
Central Region,Kasungu,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,30729
Central Region,Kasungu,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,172658
Central Region,Kasungu,PETER  DSD KUWANI,MMD,#008000,599
Central Region,Kasungu,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,31455
Central Region,Kasungu,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,757
Central Region,Kasungu,REVEREND HADWICK KALIYA,IND,#A49960,564
Central Region,Lilongwe ,ATUPELE MULUZI,UDF,#FFFF00,13064
Central Region,Lilongwe ,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,113909
Central Region,Lilongwe ,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,530941
Central Region,Lilongwe ,PETER  DSD KUWANI,MMD,#008000,1113
Central Region,Lilongwe ,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,82080
Central Region,Lilongwe ,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,1575
Central Region,Lilongwe ,REVEREND HADWICK KALIYA,IND,#A49960,1046
Central Region,Mchinji ,ATUPELE MULUZI,UDF,#FFFF00,1536
Central Region,Mchinji ,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,17463
Central Region,Mchinji ,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,121759
Central Region,Mchinji ,PETER  DSD KUWANI,MMD,#008000,608
Central Region,Mchinji ,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,19935
Central Region,Mchinji ,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,521
Central Region,Mchinji ,REVEREND HADWICK KALIYA,IND,#A49960,338
Central Region,Nkhotakota,ATUPELE MULUZI,UDF,#FFFF00,5685
Central Region,Nkhotakota,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,23936
Central Region,Nkhotakota,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,55619
Central Region,Nkhotakota,PETER  DSD KUWANI,MMD,#008000,399
Central Region,Nkhotakota,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,34664
Central Region,Nkhotakota,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,407
Central Region,Nkhotakota,REVEREND HADWICK KALIYA,IND,#A49960,339
Central Region,Ntcheu ,ATUPELE MULUZI,UDF,#FFFF00,1229
Central Region,Ntcheu ,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,95878
Central Region,Ntcheu ,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,16305
Central Region,Ntcheu ,PETER  DSD KUWANI,MMD,#008000,636
Central Region,Ntcheu ,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,44448
Central Region,Ntcheu ,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,826
Central Region,Ntcheu ,REVEREND HADWICK KALIYA,IND,#A49960,598
Central Region,Ntchisi,ATUPELE MULUZI,UDF,#FFFF00,598
Central Region,Ntchisi,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,14323
Central Region,Ntchisi,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,73019
Central Region,Ntchisi,PETER  DSD KUWANI,MMD,#008000,124
Central Region,Ntchisi,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,6630
Central Region,Ntchisi,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,284
Central Region,Ntchisi,REVEREND HADWICK KALIYA,IND,#A49960,180
Central Region,Salima ,ATUPELE MULUZI,UDF,#FFFF00,5055
Central Region,Salima ,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,26763
Central Region,Salima ,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,58163
Central Region,Salima ,PETER  DSD KUWANI,MMD,#008000,473
Central Region,Salima ,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,29197
Central Region,Salima ,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,585
Central Region,Salima ,REVEREND HADWICK KALIYA,IND,#A49960,330
Southern Region,Balaka ,ATUPELE MULUZI,UDF,#FFFF00,15011
Southern Region,Balaka ,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,18510
Southern Region,Balaka ,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,4743
Southern Region,Balaka ,PETER  DSD KUWANI,MMD,#008000,642
Southern Region,Balaka ,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,73787
Southern Region,Balaka ,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,329
Southern Region,Balaka ,REVEREND HADWICK KALIYA,IND,#A49960,339
Southern Region,Blantyre ,ATUPELE MULUZI,UDF,#FFFF00,16998
Southern Region,Blantyre ,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,119529
Southern Region,Blantyre ,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,38736
Southern Region,Blantyre ,PETER  DSD KUWANI,MMD,#008000,580
Southern Region,Blantyre ,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,201533
Southern Region,Blantyre ,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,793
Southern Region,Blantyre ,REVEREND HADWICK KALIYA,IND,#A49960,542
Southern Region,Chikwawa ,ATUPELE MULUZI,UDF,#FFFF00,4041
Southern Region,Chikwawa ,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,14956
Southern Region,Chikwawa ,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,25741
Southern Region,Chikwawa ,PETER  DSD KUWANI,MMD,#008000,1290
Southern Region,Chikwawa ,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,135961
Southern Region,Chikwawa ,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,782
Southern Region,Chikwawa ,REVEREND HADWICK KALIYA,IND,#A49960,772
Southern Region,Chiradzulu ,ATUPELE MULUZI,UDF,#FFFF00,3774
Southern Region,Chiradzulu ,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,13911
Southern Region,Chiradzulu ,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,3729
Southern Region,Chiradzulu ,PETER  DSD KUWANI,MMD,#008000,386
Southern Region,Chiradzulu ,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,93414
Southern Region,Chiradzulu ,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,335
Southern Region,Chiradzulu ,REVEREND HADWICK KALIYA,IND,#A49960,234
Southern Region,Machinga ,ATUPELE MULUZI,UDF,#FFFF00,42831
Southern Region,Machinga ,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,16426
Southern Region,Machinga ,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,9694
Southern Region,Machinga ,PETER  DSD KUWANI,MMD,#008000,1606
Southern Region,Machinga ,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,103506
Southern Region,Machinga ,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,967
Southern Region,Machinga ,REVEREND HADWICK KALIYA,IND,#A49960,1233
Southern Region,Mangochi ,ATUPELE MULUZI,UDF,#FFFF00,78246
Southern Region,Mangochi ,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,26872
Southern Region,Mangochi ,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,18351
Southern Region,Mangochi ,PETER  DSD KUWANI,MMD,#008000,3160
Southern Region,Mangochi ,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,157907
Southern Region,Mangochi ,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,1680
Southern Region,Mangochi ,REVEREND HADWICK KALIYA,IND,#A49960,1603
Southern Region,Mulanje ,ATUPELE MULUZI,UDF,#FFFF00,3734
Southern Region,Mulanje ,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,17019
Southern Region,Mulanje ,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,5378
Southern Region,Mulanje ,PETER  DSD KUWANI,MMD,#008000,697
Southern Region,Mulanje ,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,185667
Southern Region,Mulanje ,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,534
Southern Region,Mulanje ,REVEREND HADWICK KALIYA,IND,#A49960,597
Southern Region,Mwanza ,ATUPELE MULUZI,UDF,#FFFF00,536
Southern Region,Mwanza ,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,10979
Southern Region,Mwanza ,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,2931
Southern Region,Mwanza ,PETER  DSD KUWANI,MMD,#008000,186
Southern Region,Mwanza ,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,17349
Southern Region,Mwanza ,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,238
Southern Region,Mwanza ,REVEREND HADWICK KALIYA,IND,#A49960,168
Southern Region,Neno ,ATUPELE MULUZI,UDF,#FFFF00,536
Southern Region,Neno ,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,7111
Southern Region,Neno ,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,2316
Southern Region,Neno ,PETER  DSD KUWANI,MMD,#008000,338
Southern Region,Neno ,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,27488
Southern Region,Neno ,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,265
Southern Region,Neno ,REVEREND HADWICK KALIYA,IND,#A49960,177
Southern Region,Nsanje ,ATUPELE MULUZI,UDF,#FFFF00,1417
Southern Region,Nsanje ,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,10828
Southern Region,Nsanje ,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,21621
Southern Region,Nsanje ,PETER  DSD KUWANI,MMD,#008000,817
Southern Region,Nsanje ,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,69034
Southern Region,Nsanje ,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,635
Southern Region,Nsanje ,REVEREND HADWICK KALIYA,IND,#A49960,500
Southern Region,Phalombe ,ATUPELE MULUZI,UDF,#FFFF00,2547
Southern Region,Phalombe ,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,5488
Southern Region,Phalombe ,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,2910
Southern Region,Phalombe ,PETER  DSD KUWANI,MMD,#008000,542
Southern Region,Phalombe ,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,111497
Southern Region,Phalombe ,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,340
Southern Region,Phalombe ,REVEREND HADWICK KALIYA,IND,#A49960,428
Southern Region,Thyolo ,ATUPELE MULUZI,UDF,#FFFF00,1810
Southern Region,Thyolo ,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,11664
Southern Region,Thyolo ,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,4609
Southern Region,Thyolo ,PETER  DSD KUWANI,MMD,#008000,552
Southern Region,Thyolo ,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,196140
Southern Region,Thyolo ,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,472
Southern Region,Thyolo ,REVEREND HADWICK KALIYA,IND,#A49960,408
Southern Region,Zomba ,ATUPELE MULUZI,UDF,#FFFF00,20011
Southern Region,Zomba ,Dr. SAULOS KLAUS CHILIMA,UTM,#FF0000,41865
Southern Region,Zomba ,LAZARUS MCCARTHY CHAKWERA,MCP,#00A200,24063
Southern Region,Zomba ,PETER  DSD KUWANI,MMD,#008000,1044
Southern Region,Zomba ,Prof. ARTHUR PETER MUTHARIKA,DPP,#00B0F0,151023
Southern Region,Zomba ,Professor JOHN  EUGENES CHISI,UP,#6A5ACD,903
Southern Region,Zomba ,REVEREND HADWICK KALIYA,IND,#A49960,1587
