REGION NAME,DISTRICT NAME,NAME OF CANDIDATE,PARTY,PARTY COLOR,VOTES SCORED
SOUTHERN REGION,CHIKWAWA,Kamuzu Walter CHIBAMBO,PETRA,#A5D203,847
SOUTHERN REGION,CHIKWAWA,Prof. John CHISI,UP,#948A54,504
SOUTHERN REGION,CHIKWAWA,Friday Anderson JUMBE,NLP,#948A54,409
SOUTHERN REGION,CHIKWAWA,Aaron Davies Chester KATSONGA,CCP,#975D2A,308
SOUTHERN REGION,CHIKWAWA,Mark KATSONGA PHIRI,PPM,#C00000,565
SOUTHERN REGION,CHIKWAWA,Atupele MULUZI,UDF,#FCF600,14102
SOUTHERN REGION,CHIKWAWA,Prof. Peter MUTHARIKA,DPP,#00B0F0,109523
SOUTHERN REGION,CHIKWAWA,George NNENSA,MAFUNDE,#948A54,680
SOUTHERN REGION,CHIKWAWA,James Mbowe NYONDO,NASAF,#948A54,318
SOUTHERN REGION,CHIKWAWA,Abusa Helen SINGH,UIP,#948A54,506
SOUTHERN REGION,NSANJE,Dr. Joyce Hilda BANDA,PP,#FF6400,15517
SOUTHERN REGION,NSANJE,Dr. Lazarus McCarthy CHAKWERA,MCP,#00A200,2814
SOUTHERN REGION,NSANJE,Kamuzu Walter CHIBAMBO,PETRA,#A5D203,478
SOUTHERN REGION,NSANJE,Prof. John CHISI,UP,#948A54,342
SOUTHERN REGION,NSANJE,Friday Anderson JUMBE,NLP,#948A54,273
SOUTHERN REGION,NSANJE,Aaron Davies Chester KATSONGA,CCP,#975D2A,250
SOUTHERN REGION,NSANJE,Mark KATSONGA PHIRI,PPM,#C00000,462
SOUTHERN REGION,NSANJE,Atupele MULUZI,UDF,#FCF600,9058
SOUTHERN REGION,NSANJE,Prof. Peter MUTHARIKA,DPP,#00B0F0,55524
SOUTHERN REGION,NSANJE,George NNENSA,MAFUNDE,#948A54,550
SOUTHERN REGION,NSANJE,James Mbowe NYONDO,NASAF,#948A54,279
SOUTHERN REGION,NSANJE,Abusa Helen SINGH,UIP,#948A54,416
